,movie,vid_ids,views,likes,dislikes,comments
3763,The Rules of Attraction,0SAch9eFwPI,986202,1767,107,198
3764,Topaz,mocX-_VeqRc,9565,,,0
3765,Let's Go to Prison,JzLC8EPuJwk,145911,426,25,33
3766,Four Rooms,0hu12MP7b1U,62794,456,12,15
3767,Secretary,AFma24S-Uvw,10372885,17275,1407,927
3768,The Real Cancun,BN14PvdUZkw,47435,29,25,5
3769,Talk Radio,HvC5A3K-0fY,90999,732,8,233
3770,Waiting for Guffman,s0Ml4u3hLlY,171953,730,22,44
3771,Love Stinks,e-WBWtNm_i0,192767,425,23,39
3772,You Kill Me,QEXV8Rif8Vc,746326,11514,247,493
3773,Thumbsucker,z_2I2D35w7k,15021,117,3,4
3774,Red State,H5I0q0qtD9k,416686,558,216,92
3775,Mirrormask,-Uzzvmc0Dro,40679,695,6,74
3776,Samsara,HCkEILshUyU,1318492,6368,180,218
3777,The Barbarians,-cA7kwBSUaU,2149153,33966,1240,5097
3778,The Art of Getting By,OeXaehdeNPo,1092796,2453,44,187
3779,Zipper,IyDVi4NOWCo,10527644,15831,2903,355
3780,Poolhall Junkies,iIGtTshQ6Yo,132395,312,10,24
3781,The Loss of Sexual Innocence,I5YIlVa4EjY,246,0,0,0
3782,Holy Motors,NWu9WjEcdbk,1376299,4258,245,472
3783,Joe,QbWjxlhmlu0,949146,3577,137,349
3784,Shooting Fish,dRm60XEC9tc,14289,47,3,9
3785,Prison,WFoLR2ARyBY,787115,2733,84,124
3786,Psycho Beach Party,SdyF7NTwFek,2888565,1738,886,102
3787,The Big Tease,262BFgClbkA,42484,176,4,10
3788,"Guten Tag, Ramón",3ndNBS0ZdTk,117106,797,40,59
3789,Trust,tnr9frEhy7E,1734544,32456,596,1350
3790,An Everlasting Piece,pZfkjRII2oI,18173,49,2,8
3791,Among Giants,C9uGSZ71MRs,21828,38,4,2
3792,Adore,wouIHp5kY78,964753,2186,199,221
3793,The Velocity of Gary,dqaEX34tVIk,2006,23,1,5
3794,Mondays in the Sun,q2277zCpq7g,1908,9,1,0
3795,Stake Land,xN6_TlQmV5A,266313,548,23,76
3796,The Last Time I Committed Suicide,9HViIBZsBfk,5507,55,1,2
3797,Futuro Beach,GGkYG6yp7KE,93448,228,16,19
3798,Another Happy Day,sc0yid4l67k,61270,190,36,32
3799,A Lonely Place to Die,XP5g_QKv7Gw,435483,1224,68,69
3800,Nothing,8VlBkajjQm4,3980716,49505,842,3958
3801,The Geographer Drank His Globe Away,eGwE5w6ba6Q,412,1,0,1
3802,1776,neXdVJNZRg0,24740,211,7,38
3803,Inescapable,YadOlYY_3ko,200866,335,40,94
3804,Hell's Angels,KqD3hN9G2AM,247816,721,24,102
3805,Purple Violets,dH0K6_e-FTI,239821,322,15,43
3806,The Veil,rOUHGzoP0fw,2191330,2729,430,196
3807,The Loved Ones,Xci4h83W3jY,455262,1994,64,180
3808,The Helpers,HjG4ijJ75Eg,1085849,2097,526,632
3809,How to Fall in Love,P9vXNloQfTM,6274760,101336,1693,2904
3810,The Perfect Wave,W8DOyx8OjUo,592222,1197,55,101
3811,A Man for All Seasons,dxfpXoXBYRA,50271,205,10,9
3812,Network,1cSGvqQHpjs,298117,2517,53,215
3813,Gone with the Wind,0X94oZgJis4,1257913,5481,255,601
3814,Desert Dancer,HYCIXaP6pKQ,1707948,7561,351,420
3815,Major Dundee,aydfNz-pYnA,15700,134,6,13
3816,Annie Get Your Gun,BCgTBlOyY7s,35947,162,6,10
3817,Four Lions,Ew-SrlQ9tlI,4245693,14112,678,1594
3818,The House of Sand,algdilTBfRs,33203,71,4,3
3819,Defendor,pXl64kQAvv8,224881,663,40,88
3820,The Pirate,L5KRligugXI,24715,117,5,9
3821,The Good Heart,oJ6zsKE5Bvk,73693,194,5,15
3822,The History Boys,PrYyS11bdZ8,135342,715,21,0
3823,Midnight Cowboy,vS2IdfBkkj0,247283,1591,41,130
3824,The Full Monty,d6bjW9OwSQc,303598,1229,32,67
3825,Airplane!,07pPmCfKi3U,1496306,5405,204,337
3826,Chain of Command,wkpXd5lLK7o,585298,576,120,83
3827,Friday,umvFBoLOOgo,1663233,10842,258,374
3828,Menace II Society,XrMCRkTRmiY,428492,2636,58,135
3829,Creepshow 2,Xem6527jVTM,48187,285,11,19
3830,The Ballad of Cable Hogue,eg6QZMSE3ZM,10830,41,3,3
3831,In Cold Blood,vU_TY9ZQ48A,20954,188,4,13
3832,The Nun's Story,k94PTF2VMj0,793773,3320,212,131
3833,Harper,chue6u8Ywa8,41795,281,10,27
3834,Frenzy,8KWwYcO0rGA,1073462,5085,842,562
3835,The Witch,iQXmlf3Sefg,21770480,79908,4915,7393
3836,I Got the Hook Up,nXBFBEWBy5E,90253,226,15,19
3837,She's the One,6Ljg__2Vkh0,135511,1553,18,46
3838,Gods and Monsters,Nn2G6YrvibM,189684,899,25,83
3839,The Secret in Their Eyes,N3b0PFCrayE,5042091,14493,1063,1310
3840,Train,Ej8jaARbYkk,872255,1259,120,277
3841,Evil Dead II,s7WNgzilRBw,162319,1486,51,79
3842,Pootie Tang,yhBExhldRXQ,857750,,,
3843,Sharknado,M-pXDoe5a0E,2107589,5457,2018,1175
3844,The Other Conquest,J5Bgsa_kBO0,10402,70,4,4
3845,Troll Hunter,TLEo7H9tqSM,15270948,20022,4430,9641
3846,Ira & Abby,oqF9eJp0o0M,31440,72,6,4
3847,Winter Passing,yEtlWDkoeYI,30924,94,9,12
3848,D.E.B.S.,R3Unq55oBxQ,338876,,,104
3849,The Masked Saint,htwBs6IpQlI,62147,204,20,10
3850,The Betrayed,2X3ynoRZBfY,70225,77,8,15
3851,Taxman,qveST8-vmUw,4727,32,1,1
3852,The Secret,san61qTwWsU,2902639,8566,529,98
3853,2:13,0XuOkYlUWIs,12837603,301572,11047,25992
3854,"Batman: The Dark Knight Returns, Part 2",MUyQlvdbANQ,750203,3766,97,1480
3855,Time to Choose,qfnuS4c0wp4,29299,333,5,19
3856,In the Name of the King III,loRfPVyrvuY,18178,60,13,20
3857,Wicked Blood,S26B5YDbdgw,4092,20,0,4
3858,Stranded,tN8g_xE9-mk,564754,273,117,119
3859,Lords of London,qG5YW29BChY,17825,21,7,4
3860,High Anxiety,QrtPz_ziwds,91348,656,24,44
3861,March of the Penguins,L7tWNwhSocE,799787,2204,145,0
3862,Margin Call,IjZ-ke1kJrA,1676770,6565,205,512
3863,August,9Hd_uO72h1s,3066813,5498,359,1118
3864,Choke,ce_w8ARlN38,42542,200,17,10
3865,Whiplash,7d_jQycdQGo,14298979,52289,1481,3384
3866,City of God,dcUOO4Itgmw,1776536,5651,333,258
3867,Human Traffic,HAPK6ZYq_p0,32586,271,9,17
3868,To Write Love on Her Arms,yWbf1gpzqqo,922111,5786,152,274
3869,The Dead Girl,w-AfAlSvxaI,34428,157,14,14
3870,The Hunt,sowGYbxTPgU,19546499,33878,8026,6738
3871,A Christmas Story,cfjEZ88NHBw,551833,1686,105,189
3872,Bella,ZjbiRBCsC7U,200273,591,30,36
3873,Class of 1984,6tlM1gvzOsk,132702,1019,23,177
3874,The Opposite Sex,ivMFR9xGlpY,49856,152,7,41
3875,Dreaming of Joseph Lees,PwcMBagAWJA,7258,73,0,22
3876,The Class,dttMFWjjFBQ,671340,1663,95,152
3877,Rosemary's Baby,dBSbmNNm84Y,273128,1936,123,114
3878,The Man Who Shot Liberty Valance,Q6iEna2pJqM,19282,,,
3879,Adam,p99rer0DiCo,7159310,140036,4312,8085
3880,Maria Full of Grace,FtcP6f8EtE0,31764,112,4,1
3881,Beginners,e1zZYMKGw2M,297774,1780,39,42
3882,Feast,7IGBcWQVsyg,37055,276,8,11
3883,Animal House,KWjtI6n5xWM,528614,1601,98,134
3884,Goldfinger,MA65V-oLKa8,582270,2491,105,179
3885,Antiviral,XIZb50HiBCo,692129,2181,135,306
3886,It's a Wonderful Life,iLR3gZrU2Xo,165761,1218,21,48
3887,Trainspotting,8LuxOYIpu-I,3889694,18949,476,606
3888,The Original Kings of Comedy,7g7MDO011go,115486,291,20,16
3889,Paranormal Activity 2,07XbSk7Rjt4,19369050,14638,2147,6914
3890,Waking Ned,stAAA4tzLxI,141973,477,17,33
3891,Bowling for Columbine,hH0mSAjp_Jw,664173,2544,420,321
3892,Coming Home,jxjrGlTRBSc,27340,189,22,21
3893,A Nightmare on Elm Street Part 2: Freddy's Revenge,9iqNVyjwLFA,591227,2437,172,228
3894,A Room with a View,DgZkCc3xFl4,160771,711,22,31
3895,The Purge,K0LLaybEuzA,40616054,174078,10037,38586
3896,Sinister,_kbQAJR9YWQ,7274016,36772,1298,2197
3897,Martin Lawrence Live: Runteldat,uhCRd8Ml0yg,1013,,,
3898,Cat on a Hot Tin Roof,AzogcorjLOI,133443,919,10,86
3899,Beneath the Planet of the Apes,uMuEnNxX1E8,370068,772,18,114
3900,Air Bud,v8u7iu_AJs0,328475,,,
3901,Pokémon: Spell of the Unknown,-jSkn4tFC1k,1970961,8907,731,488
3902,Friday the 13th Part VI: Jason Lives,u1vomXv42Sc,310467,2391,78,221
3903,The Bridge on the River Kwai,RlC7XBayj0s,224513,,,55
3904,Spaced Invaders,pK9hWU_7DNk,22040,216,7,19
3905,Family Plot,YVazwgLDFvI,57518,181,6,31
3906,The Apartment,GX9-5Zxy5us,79050,338,12,63
3907,Jason Goes to Hell: The Final Friday,CSQXPQKxlSI,145771,975,35,151
3908,Torn Curtain,z2TlfRvNh8M,76913,219,13,25
3909,Dave Chappelle's Block Party,kNzDO8eO220,1473210,9098,157,701
3910,Slow West,pFfsTsdJfF8,2972624,9283,312,644
3911,Krush Groove,herEmuXyoDM,21427,129,8,16
3912,Next Day Air,tZeGUlbyYHU,49481,98,10,9
3913,Elmer Gantry,z73HAUbQNp4,16026,128,6,8
3914,Judgment at Nuremberg,RfOgZXIQ6fo,205468,763,24,46
3915,Trippin',8G3aNrWzb3M,64111,344,15,34
3916,Red River,7l1Ms2lk75s,49660,243,8,18
3917,Phat Girlz,c5cUAdhOwYs,551273,1200,88,167
3918,Before Midnight,Kv6JWoVKlGY,1540126,6002,182,469
3919,Teen Wolf Too,LuKxqIKS6DI,60371,266,14,28
3920,Phantasm II,d3EA05pcefg,93017,597,14,80
3921,Woman Thou Art Loosed,qJ3FP3U3yhY,149267,420,13,
3922,Real Women Have Curves,vKpDifyDIp0,345946,1433,55,175
3923,Water,2R0pRl18js8,1785176,3246,327,204
3924,East Is East,zg-zwt-XMFE,175045,536,31,50
3925,Whipped,wtlnuPTWH7U,434,2,0,0
3926,Kama Sutra - A Tale of Love,-2yUd_LqtG8,2586709,5165,975,109
3927,Please Give,zi9WlsYCr-k,548550,289,30,43
3928,Willy Wonka & the Chocolate Factory,2cBja3AbahY,1218478,5334,345,0
3929,Warlock: The Armageddon,5arLbaVo_og,67794,382,11,85
3930,8 Heads in a Duffel Bag,l59Ps8fyQ0s,30366,126,6,7
3931,Days of Heaven,EzZ8phk8yYc,167537,757,11,0
3932,Thirteen Conversations About One Thing,WBXcpxEdeE0,23089,70,4,5
3933,Jawbreaker,bnroZaiPMy8,170061,2038,38,117
3934,Basquiat,GsWZyvtX5tU,373916,2471,69,142
3935,Frances Ha,YBn5dgXFMis,1533775,6798,153,356
3936,Tsotsi,3YPmONPVs5U,13766,33,4,2
3937,Happiness,uaHq2ImPrHs,366683,9962,36,215
3938,DysFunktional Family,qSiGNpYJ0V4,7878130,309944,4728,5896
3939,Tusk,BCQJnOn0ru0,5844813,22750,1961,5948
3940,Oldboy,vdQfLoMh1N0,959602,4902,1116,520
3941,Letters to God,RlKf6eL4RSg,26626,231,13,16
3942,Hobo with a Shotgun,0J4xu0CuCOw,352712,2949,104,412
3943,Compadres,_VgGJA8LeMQ,1140621,3439,192,239
3944,Freeway,Eom5Ows-56U,68066,428,12,48
3945,Love's Abiding Joy,nzQ_9NaS6eA,179827,212,11,18
3946,Fish Tank,_u6pg8fuSB4,567909,2067,84,225
3947,Damsels in Distress,-UGIkWvfBEQ,70482,158,15,5
3948,Creature,kOFLxC7PocA,16345,116,7,14
3949,Bachelorette,8aXt6qV4WoA,2872048,3447,350,650
3950,Brave New Girl,Lolmt6ZojdU,2381,25,0,3
3951,Tim and Eric's Billion Dollar Movie,zEeQi2PuV8M,34414,161,47,29
3952,Summer Storm,6-NaaxXaRNI,25234,148,6,11
3953,Fort McCoy,PvuMEwjT_u4,34195,127,13,20
3954,Chain Letter,vWSm79ZpsD4,308481,645,90,183
3955,Just Looking,RbIxYm3mKzI,8695124,198300,6161,10435
3956,The Divide,9w8JrDILQBM,91463,139,19,21
3957,The Eclipse,96CiqDqzmz8,31144,98,7,9
3958,Demonic,EYXLKC5xd7Q,649091,8476,397,754
3959,My Big Fat Independent Movie,fvipnU9IjzM,36796,83,67,21
3960,The Deported,DLvLpKsQ7Y0,11568,22,9,0
3961,Tanner Hall,7MaVhGSX33M,3069711,8505,437,350
3962,Open Road,0Z5UYgkPsQc,392374,318,37,33
3963,They Came Together,9a0GCGXJk40,1047599,3128,191,101
3964,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,HD7WEn389Nk,668325,561,384,213
3965,Never Back Down 2: The Beatdown,hzkWE0tFQb4,421470,728,44,68
3966,Point Blank,hIMJ0_S-x40,3772824,44378,960,2167
3967,Four Single Fathers,pMkiDUNdBGU,15687,13,2,10
3968,Enter the Dangerous Mind,NmreYP6Rbxs,220371,418,77,84
3969,Something Wicked,oFmqXMbJuuo,619678,1398,118,246
3970,AWOL-72,hDeicO2ntD8,363151,281,50,13
3971,Iguana,pFk5zUqaZVQ,5214,31,4,4
3972,Chicago Overcoat,U05gkpB681U,7333,57,4,7
3973,Barry Munday,GRKuN88Vmnk,64481,144,21,36
3974,Central Station,xQZvQblHsBs,66213,660,8,54
3975,Pocketful of Miracles,TL9cIQhEJqU,7148,71,3,6
3976,Close Range,GIQWR7qQzvQ,5101326,9400,623,554
3977,Boynton Beach Club,OW9eED_FDqM,15028,31,2,3
3978,Amnesiac,A7y6yKruHdQ,1035638,1344,155,179
3979,Freakonomics,LrceH3952Hg,161940,456,24,32
3980,High Tension,0CtFKeZKnTs,37443,231,15,22
3981,Griff the Invisible,__Z_AdqeDeo,1863010,3690,451,572
3982,Unnatural,soHRo3XCbzA,328415,406,86,68
3983,Hustle & Flow,YSG8rERJA88,66848,516,11,20
3984,Some Like It Hot,rI_lUHOCcbc,1371532,4574,255,158
3985,Friday the 13th Part VII: The New Blood,Iu3ic0RgG6U,25811,230,4,20
3986,The Wizard of Oz,H_3T4DGw10U,2034090,11343,740,0
3987,Young Frankenstein,mOPTriLG5cU,871628,1557,50,202
3988,Diary of the Dead,pEvN2erclUU,473820,1103,99,
3989,Lage Raho Munna Bhai,6ETg_mDL1VM,86061,952,38,26
3990,Ulee's Gold,3cea_SDUKIY,59079,194,13,22
3991,The Black Stallion,wMGaIr7kCqc,267278,784,34,0
3992,Sardaarji,MuMcSiIqCpc,3146153,14906,1833,600
3993,Journey to Saturn,kCd1Vfj8HOM,12243,42,3,6
3994,Donovan's Reef,fxCDQVh89bE,51594,139,8,14
3995,The Dress,a2fq27kfaC4,1017528,385,136,0
3996,A Guy Named Joe,kRKRb7qjCus,20193,62,1,17
3997,Blazing Saddles,VKayG1TrfuE,659383,2063,85,103
3998,Friday the 13th: The Final Chapter,OpWpe8REbag,98553,713,21,65
3999,Ida,_JIXxo8qUn0,393741,2095,149,135
4000,Maurice,78jkhPQBfcg,794704,11081,444,735
4001,Beer League,AaTvl23xRpA,76457,124,41,45
4002,Riding Giants,ADy8f6t4Ri8,420105,567,22,58
4003,Timecrimes,3XuWoe9NSic,461318,1597,254,236
4004,Silver Medalist,LB2Q7YhrgAo,132,2,0,0
4005,Timber Falls,3jUMuQCefg4,35482,231,35,6
4006,Singin' in the Rain,5_EVHeNEIJY,214839,1604,48,72
4007,"Fat, Sick & Nearly Dead",x9SGWcZwk7c,623376,1843,40,211
4008,A Haunted House,J50vA5VLR6k,15681413,73828,3194,7560
4009,2016: Obama's America,Syy3ZSj0VVU,83027,337,53,184
4010,That Thing You Do!,Vs_h7YdIe_k,1054896,2137,60,211
4011,Halloween III: Season of the Witch,9MnaYzBhx0A,374752,2423,143,788
4012,Escape from the Planet of the Apes,t4OQqg-oL2M,231522,441,22,70
4013,Hud,BKnQ9-7ftCo,7597,,,
4014,Kevin Hart: Let Me Explain,T69cdWclv9I,1495078,5158,196,654
4015,My Own Private Idaho,t2Xnv2nV0lI,133880,1302,21,43
4016,Garden State,u82n0e1mgmQ,2615544,7193,216,1014
4017,Before Sunrise,6MUcuqbGTxc,529257,7269,79,247
4018,Evil Words,C63J6wIrD10,1922909,10031,325,371
4019,Jesus' Son,4C7KjAd5PT4,120810,292,24,85
4020,Saving Face,78h8WeP3Oas,126371,2451,18,117
4021,Brick Lane,TLdabaTRZBo,52633,206,18,7
4022,Robot & Frank,Hi9s-__B0TY,231267,1299,45,179
4023,My Life Without Me,dWTCLefNdB4,6342,66,2,0
4024,The Spectacular Now,XDTBLSkUmYk,20045237,104784,1481,4456
4025,Religulous,XdkyLrDpaUg,603687,2320,212,682
4026,Fuel,F2CHXP6R5IU,17663,23,5,11
4027,Valley of the Heart's Delight,NiURjDN_zg4,2198,7,2,2
4028,Eye of the Dolphin,n07tQzv-NhM,254524,402,27,46
4029,8: The Mormon Proposition,ezwIZo-hKiI,85135,365,104,563
4030,The Other End of the Line,q2HB-SgCTq4,337298,832,32,59
4031,Anatomy,bud1fkxsbik,105032,264,46,15
4032,Sleep Dealer,nbJGQl-dJ6c,59676,174,9,11
4033,Super,FNfMq5BwYcE,495137,3720,149,766
4034,Christmas Mail,RqM869c3z6Q,4477,4,0,0
4035,Stung,ZviG5IncfCE,157529,609,54,99
4036,Antibirth,4Tar_ova7Os,129789,755,117,54
4037,Get on the Bus,A104gXyW1Ts,84518,330,15,32
4038,Thr3e,RdAw98ZYVkk,351603,440,32,195
4039,Idiocracy,BBvIweCIgwk,6304353,16452,796,3348
4040,The Rise of the Krays,7ChEerbVbcE,808885,636,391,354
4041,This Is England,r4NKuByJcu0,20514,97,1,3
4042,U.F.O.,tU9NhwYKCLM,4688660,21722,1091,4781
4043,Bathing Beauty,zbn5XQpmNgo,80186,152,10,7
4044,Go for It!,nKG6um_-rNk,191690,765,74,82
4045,"Dancer, Texas Pop. 81",BedqQXOtWlE,16021,,,
4046,Show Boat,bvbCl8K-wUM,18962,101,6,12
4047,Redemption Road,0WMHcGaMVr4,165788,107,12,23
4048,The Calling,bNxMo9xAy1c,956592,1244,90,93
4049,The Brave Little Toaster,kb-O6G1r6C8,61744,439,10,21
4050,Fantasia,Q4S92yRzJa8,51478,349,17,26
4051,8 Days,A73FnWETvr8,654558,5004,190,359
4052,Friday the 13th Part III,SDdBhDJ7wdA,34071,526,7,47
4053,Friday the 13th: A New Beginning,e_q7Pz2HNJc,106416,405,15,104
4054,The Last Sin Eater,sBJpmbbERFk,260963,423,36,113
4055,Do You Believe?,9kBcmuGuS7M,224742,1970,61,224
4056,Impact Point,sRzfTg_P_YY,8897,20,4,0
4057,The Valley of Decision,m3AOQcX4bX0,11147,54,1,7
4058,Eden,SLmfyh1Q0mo,284277,9365,306,733
4059,Chicken Tikka Masala,wm5vqZcl8BQ,419800,13716,187,637
4060,There's Always Woodstock,i9ExgAl-WdE,426753,750,66,35
4061,Jack Brooks: Monster Slayer,kQGpCdgoDDE,186959,688,47,37
4062,The Best Years of Our Lives,1yc5PugV4mk,88035,347,14,61
4063,Bully,W1g9RV9OKhg,5078119,24450,945,9388
4064,Elling,btjxo-JbqOU,125416,167,25,24
4065,Mi America,Azm55YMQeRA,11173,54,9,9
4066,[REC],KLizS5GFBQI,740251,4566,204,275
4067,Lies in Plain Sight,VqPiUlLqbdQ,35290,54,3,17
4068,Sharkskin,ScGDH3Sc3zw,23,1,0,
4069,Containment,5jSHuPcenUM,282193,3514,55,393
4070,The Timber,3AypaDMUmW4,12364,32,3,1
4071,From Russia with Love,t9AeIdMQqR8,636979,3305,123,283
4072,The Toxic Avenger Part II,hIaeAKD9PB0,49910,213,14,12
4073,Sleeper,VDC1SUlXuGI,23433,230,8,
4074,It Follows,HkZYbOH0ujw,9406946,33944,1955,3590
4075,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,nM3fglmaRrA,212303,1139,60,76
4076,To Kill a Mockingbird,KR7loA_oziY,1125702,4492,142,342
4077,Mad Max 2: The Road Warrior,UlwtiOyaoo0,1441504,4223,184,349
4078,The Legend of Drunken Master,aFGEZatgWrY,36119,169,8,2
4079,Boys Don't Cry,Ar9wGSd7KVQ,220637,1759,59,159
4080,Silent House,VD88EFBFuos,1299061,5291,271,572
4081,The Lives of Others,YsShZNHmpGE,62287,558,23,40
4082,Courageous,70MVn1q-yyM,691882,3456,152,250
4083,The Hustler,67faCqmcXjE,24045,114,8,13
4084,Boom Town,EWG_IAAf2x4,17806,70,2,7
4085,The Triplets of Belleville,PZeWp1D8MlU,427931,,,298
4086,Smoke Signals,vQhviwp8j38,198583,,,
4087,American Splendor,APpxQm7sH5k,339923,838,29,79
4088,Before Sunset,oI3UuneLcyU,2216654,6878,195,347
4089,Amores perros,A5HTBYR7m0o,1023997,2274,94,245
4090,Thirteen,dad4-gQfhMs,2228384,9533,322,905
4091,Gentleman's Agreement,E2eAXa7rNXw,36801,168,13,18
4092,Winter's Bone,bE_X2pDRXyY,2606631,3849,173,584
4093,Touching the Void,jtnqVZEktyg,613170,1512,45,140
4094,Alexander's Ragtime Band,vAgM-h77qF0,12442,102,3,12
4095,Me and You and Everyone We Know,t87QILBZd_I,136009,846,16,29
4096,Inside Job,-aZBIpZY_Fw,1138461,41688,1954,3996
4097,We Are Your Friends,gZzAeYWXFpk,20648810,111017,9420,5526
4098,Ghost Dog: The Way of the Samurai,Rml5ehAl7SM,596670,1903,109,169
4099,Harsh Times,xci4ROzSUUM,143941,557,20,79
4100,Captive,6IKJFYegRJk,2348678,6997,619,774
4101,Full Frontal,Zee8RxtVlKQ,1679,2,1,0
4102,Witchboard,BBV125UHJ2k,53787,395,14,43
4103,Shortbus,WSvrb9h2huc,3616220,1284,370,69
4104,Waltz with Bashir,CoM-L62peIo,82754,481,11,19
4105,"The Book of Mormon Movie, Volume 1: The Journey",lZLA1pyQdMc,13197,43,6,16
4106,No End in Sight,vINM0CAysc8,185397,362,16,79
4107,The Diary of a Teenage Girl,M9LNsSjnqBM,2896464,13197,906,803
4108,In the Shadow of the Moon,lJ3_biTbeRM,2988396,19997,1488,2195
4109,Meek's Cutoff,5rhNrz2hX_o,400556,490,43,147
4110,Inside Deep Throat,dgXfPA1FOTU,21575,44,8,6
4111,Dinner Rush,3LkBhWKhf3s,34594,,,4
4112,Clockwatchers,EEviG8HfUkU,34835,169,5,21
4113,The Virginity Hit,dA8BUZWpVkI,297730,338,241,85
4114,Subway,rRzdU1bt0a8,161312039,552242,105507,7896
4115,House of D,j_c9Wt4lcg0,10040,89,1,7
4116,Teeth,g8HbLQy2_cI,132572,595,49,38
4117,Six-String Samurai,uYHtoRJjOb4,44082,447,14,42
4118,Hum To Mohabbat Karega,VkrNLejhuUQ,2860311,12970,1769,254
4119,It's All Gone Pete Tong,WGsCzaI5qrM,871214,2289,71,99
4120,Saint John of Las Vegas,aPTm_TyCULk,66443,102,14,14
4121,24 7: Twenty Four Seven,dKUtD5s-z78,51174,87,4,20
4122,Stonewall,LGEJmPwB4yI,920220,6211,7324,1642
4123,Roadside Romeo,fZC7d_N7bJk,80041,244,23,19
4124,This Thing of Ours,3XS99Nw0dlE,74605,210,14,21
4125,The Lost Medallion: The Adventures of Billy Stone,LfyYZry99FQ,618305,844,70,104
4126,The Last Five Years,1dT0mrKzObw,9006888,31534,1424,1046
4127,The Missing Person,5gflGqB6T5Y,96938,95,17,20
4128,Return of the Living Dead 3,h8-DVXVdtZY,232628,642,30,133
4129,London,bJxTh-ZoB9I,859425,729,67,1
4130,Sherrybaby,n7IXcvUjraw,4635,33,0,4
4131,Circle,JAlpm2oRzy8,3591849,16255,999,2986
4132,Eden Lake,YTDuNF1aEQM,725583,3698,224,650
4133,Plush,pPD0PV9RblY,1982919,5619,595,183
4134,Lesbian Vampire Killers,Ug60BEOdrB4,173702,618,102,51
4135,Gangster's Paradise: Jerusalema,0d5KdM4tzvI,215535,368,21,31
4136,Freeze Frame,rrzZQzwBlBk,64611,114,10,12
4137,Grave Encounters,HEmuFgHZZK0,1041726,6937,245,505
4138,Stitches,b_auEe1yU3M,1732125,6983,709,508
4139,Nine Dead,B0D9yqV3Aas,1261798,1291,167,664
4140,"To Be Frank, Sinatra at 100",DTX6ueLMhg8,275,1,0,0
4141,Bananas,8tO1xhgYvUM,70332,312,11,13
4142,Supercapitalist,xVymPUpuxIk,579,1,0,0
4143,Rockaway,tAVwwOEh2KU,3413,17,0,
4144,The Lady from Shanghai,R3lW5UKsbP4,87632,215,8,27
4145,No Man's Land: The Rise of Reeker,M84waalZpBM,39657,185,14,13
4146,Highway,Lhr-w2-p7Ts,138536,723,18,25
4147,Small Apartments,jqXdvbCb2a8,149485,316,22,34
4148,Coffee Town,MagOLStZWvs,2100023,3983,441,351
4149,The Ghastly Love of Johnny X,eH22hqmAW9c,59457,203,20,23
4150,All Is Bright,D_r4ZVGmBow,89610,200,23,24
4151,The Torture Chamber of Dr. Sadism,2F2StH8zmqk,11908,66,5,0
4152,Straight A's,3yu9imHEC6M,245311,229,37,12
4153,A Funny Thing Happened on the Way to the Forum,H3PB8IGiCZo,35127,123,8,10
4154,Slacker Uprising,TJEtX9m2J8k,94262,248,38,123
4155,The Legend of Hell's Gate: An American Conspiracy,s922L46p5ik,210,3,0,0
4156,The Walking Deceased,85UGDRqOeW4,458705,1630,381,187
4157,The Curse of Downers Grove,wiCLImVvWmk,339062,1440,47,94
4158,Shark Lake,uU_ZvIup-3Y,659655,1054,139,104
4159,River's Edge,wiKuO-dABjY,309588,1402,74,241
4160,Northfork,b4D_41dmCII,31114,,,
4161,The Marine 4: Moving Target,yWMq5YBXMRQ,1601538,2268,347,327
4162,Buried,aRQ0oqFBoP4,2091852,9933,420,1130
4163,Submarine,Z2xDk4LwBl0,501783,9693,91,401
4164,The Square,EUzRjRv0Ib0,625816,2753,169,184
4165,One to Another,xyYaUflEwK0,162677,4048,45,238
4166,ABCD (Any Body Can Dance),5ljQwdGWdWc,128205,1372,37,23
4167,Man on Wire,Cz6oddi0mts,222193,763,28,39
4168,Abandoned,fW1CW328exA,229443,2644,7721,1268
4169,Brotherly Love,mOACSS97KQM,2921956,20410,564,1098
4170,The Last Exorcism,F3cI0pArMA0,401019,2239,116,129
4171,Nowhere Boy,iC7jREW6cv8,73863,1246,14,65
4172,A Streetcar Named Desire,u9YgJjSCT08,353285,1424,33,100
4173,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,jPU1AYTxwg4,169660,1966,30,100
4174,The Crime of Padre Amaro,_fOTcqds3_4,200400,380,34,39
4175,Beasts of the Southern Wild,pvqZzSMIZa0,637802,3851,104,176
4176,Battle for the Planet of the Apes,H6VDA3bzihM,154120,344,17,54
4177,Songcatcher,07Pyo6oJ9O0,38636,187,3,7
4178,Higher Ground,IRpFKwJHQ7g,390973,664,87,125
4179,Vaalu,S58EI1VtwaQ,177425,2813,101,60
4180,The Greatest Movie Ever Sold,fXRCPObrZYs,116819,506,14,24
4181,Ed and His Dead Mother,ypAO0-ES0fQ,9504,58,6,9
4182,Travellers and Magicians,9MqtAYTXbIg,16418,90,2,6
4183,Hang 'em High,FtxTu-NTebg,33568,262,18,16
4184,Deadline - U.S.A.,CniKtNOzzuE,1048,15,1,0
4185,Sublime,oLAnwECTqQ0,11125,44,5,1
